,ReviewText,aspects,terms
1614,"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like.",['LAPTOP#MISCELLANEOUS'],
1615,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#CONNECTIVITY']",
1616,fast easy,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",
1617,So far I do not have any trouble with it other than the picture quality is a bit poor.,"['LAPTOP#GENERAL', 'DISPLAY#QUALITY']",
1618,I have had it over a month now and it works just fine.,['LAPTOP#OPERATION_PERFORMANCE'],
1619,This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,['LAPTOP#MISCELLANEOUS'],
1620,My daughter uses it for college too and it works great for both of us.,['LAPTOP#MISCELLANEOUS'],
1621,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!","['LAPTOP#GENERAL', 'DISPLAY#QUALITY']",
1622,This laptop is absolutely horrible.,['LAPTOP#GENERAL'],
1623,I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.,['LAPTOP#OPERATION_PERFORMANCE'],
1624,There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,['LAPTOP#GENERAL'],
1625,I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,['LAPTOP#GENERAL'],
1626,I appreciate the effort to hit affordable pricing Dell but just not worth it.,"['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
1627,It is slow and complicated and very disappointing,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY', 'LAPTOP#GENERAL']",
1628,Great labtop..,['LAPTOP#GENERAL'],
1629,not as fast as I would have liked it to be but everything else is great!,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1630,I've only had this computer for a few days an I already don't like it.,['LAPTOP#GENERAL'],
1631,The battery life is a joke and it's causing other problems.,['BATTERY#OPERATION_PERFORMANCE'],
1632,I will be returning it.,['LAPTOP#GENERAL'],
1633,If people are writing bad reviews about this laptop then believe what they say.,['LAPTOP#GENERAL'],
1634,This is an ok computer.,['LAPTOP#GENERAL'],
1635,The sound is disappointing.,['MULTIMEDIA_DEVICES#QUALITY'],
1636,No bass sound at all.,['MULTIMEDIA_DEVICES#QUALITY'],
1637,Maybe this one is just a dud.,['LAPTOP#QUALITY'],
1638,the computer is very wonderful.,['LAPTOP#GENERAL'],
1639,was not aware it did not have a disk drive when i bought it or i would not of purchased it.,['LAPTOP#DESIGN_FEATURES'],
1640,it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1641,its very fast and very light.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
1642,great product.,['LAPTOP#GENERAL'],
1643,i am giviing it four stars instead of five because of no disk drive and the crashing,"['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
1644,I absolutely love my Dell Inspiron!,['LAPTOP#GENERAL'],
1645,"It powers on/off very quickly, and it loads up automatically.",['LAPTOP#OPERATION_PERFORMANCE'],
1646,"The mouse click is a bit loud, but it really isn't a problem.",['MOUSE#QUALITY'],
1647,"For $250, I highly recommend!!","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1648,very poor quality lap top....,['LAPTOP#QUALITY'],
1649,I am returning it...,['LAPTOP#GENERAL'],
1650,Slow,['LAPTOP#OPERATION_PERFORMANCE'],
1651,GREAT value laptop!,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1652,I can't believe this was just $250,['LAPTOP#PRICE'],
1653,"Speed is great, easy to set up and get going.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",
1654,Very pleased so far.,['LAPTOP#GENERAL'],
1655,It is very difficult to use this computer.,['LAPTOP#USABILITY'],
1656,Too many steps to get anywhere and hard to set up,['LAPTOP#USABILITY'],
1657,"This things run smoothly for its price, and the battery life seems to go on forever.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE', 'BATTERY#OPERATION_PERFORMANCE']",
1658,I wasn't disappointed in its performance.,['LAPTOP#OPERATION_PERFORMANCE'],
1659,"All in all, it's well worth its price tag.","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1660,Great laptop for the price.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1661,It was nearly impossible to find a laptop that had A) a side keyboard.,['KEYBOARD#DESIGN_FEATURES'],
1662,B) a DVD/CD player.,['LAPTOP#DESIGN_FEATURES'],
1663,C) a large hard drive instead of using the Cloud,['HARD_DISC#DESIGN_FEATURES'],
1664,D) was under $300 with shipping.,['LAPTOP#PRICE'],
1665,The only con is Windows effin 8.,['OS#GENERAL'],
1666,Still giving it a 5 star rating because it is fast and a nice sized screen.,"['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE', 'DISPLAY#DESIGN_FEATURES']",
1667,Great for web design and general work.,['LAPTOP#MISCELLANEOUS'],
1668,Overall good but processing power isn't very good.,"['LAPTOP#GENERAL', 'CPU#OPERATION_PERFORMANCE']",
1669,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.","['OS#GENERAL', 'OS#OPERATION_PERFORMANCE']",
1670,I replaced stock drive with WD Black 7K drive and is still quite slow.,['LAPTOP#OPERATION_PERFORMANCE'],
1671,Battery doesn't last long web browsing (2.5 hours maybe).,['BATTERY#OPERATION_PERFORMANCE'],
1672,It has some bloat wear that I wish weren't there.,"['LAPTOP#DESIGN_FEATURES', 'SOFTWARE#GENERAL']",
1673,It works fine for a PC in this price range.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']",
1674,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,"['LAPTOP#GENERAL', 'KEYBOARD#GENERAL', 'DISPLAY#GENERAL']",
1675,Terrific value for the money.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1676,Love the key layout and the built-in mouse pad - all work well and are properly sized.,"['KEYBOARD#DESIGN_FEATURES', 'MOUSE#DESIGN_FEATURES', 'KEYBOARD#OPERATION_PERFORMANCE', 'MOUSE#OPERATION_PERFORMANCE']",
1677,Highly recommended.,['LAPTOP#GENERAL'],
1678,works good but doesn't seem like it's made sturdy.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1679,kinda to light and plastic feeling.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY']",
1680,Killer computer.,['LAPTOP#GENERAL'],
1681,I would highly recommend this computer it is FAST!!!,"['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",
1682,Doesn't have touch screen but I have a tablet so that wasn't so important.,['DISPLAY#DESIGN_FEATURES'],
1683,Look and feel is good.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY']",
1684,I am experiencing the system little slower than what I have expected.,['LAPTOP#OPERATION_PERFORMANCE'],
1685,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.",['CPU#OPERATION_PERFORMANCE'],
1686,The hdd has a scratching noise.,['HARD_DISC#QUALITY'],
1687,The system sometimes lags a lot.,['LAPTOP#OPERATION_PERFORMANCE'],
1688,I don't like it at all...,['LAPTOP#GENERAL'],
1689,I can't put a protector to make presentation...,['LAPTOP#CONNECTIVITY'],
1690,A good value on a quality product.,"['LAPTOP#QUALITY', 'LAPTOP#PRICE']",
1691,"Easy setup, and delivers all the functions we need.","['LAPTOP#USABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1692,This laptop is amazing!,['LAPTOP#GENERAL'],
1693,"Despite the fact that there's no optical drive, everything is perfect.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
1694,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.","['DISPLAY#QUALITY', 'MULTIMEDIA_DEVICES#GENERAL', 'MOUSE#USABILITY']",
1695,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,['OS#USABILITY'],
1696,"Internet is fast and reliable, battery life lasts a long time.","['LAPTOP#CONNECTIVITY', 'BATTERY#OPERATION_PERFORMANCE']",
1697,I love this laptop!,['LAPTOP#GENERAL'],
1698,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.,['LAPTOP#QUALITY'],
1699,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1700,DO NOT RECOMMEND!,['LAPTOP#GENERAL'],
1701,Awesome laptop!,['LAPTOP#GENERAL'],
1702,"Bootup time is amazing, battery life is decent and it has a great slim form factor.","['LAPTOP#OPERATION_PERFORMANCE', 'BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
1703,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.","['LAPTOP#USABILITY', 'OS#GENERAL', 'HARDWARE#GENERAL']",
1704,More than enough for my use.,['LAPTOP#GENERAL'],
1705,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;","['DISPLAY#QUALITY', 'KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",
1706,I even installed a windows partition to be able to run Windows software.,['LAPTOP#USABILITY'],
1707,"Things just work, they are fluid, easy to use and understand, fast and work well.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",
1708,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",['LAPTOP#MISCELLANEOUS'],
1709,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",['LAPTOP#MISCELLANEOUS'],
1710,"Now when I say don't expect to play games on it, I mean it.",['LAPTOP#MISCELLANEOUS'],
1711,Pretty much every major game save for Solitare won't even play on it due to the slower processor.,"['LAPTOP#MISCELLANEOUS', 'CPU#OPERATION_PERFORMANCE']",
1712,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports.",['LAPTOP#DESIGN_FEATURES'],
1713,"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",['LAPTOP#DESIGN_FEATURES'],
1714,"The webcam is nothing special, its there if you need it.",['MULTIMEDIA_DEVICES#GENERAL'],
1715,Don't expect it to take good pictures or video.,['MULTIMEDIA_DEVICES#QUALITY'],
1716,The battery is pretty soild.,['BATTERY#OPERATION_PERFORMANCE'],
1717,It lasts up to 5-6 hours with normal use.,['BATTERY#OPERATION_PERFORMANCE'],
1718,The computer itself runs very quiet and is mostly cool to the touch.,['LAPTOP#QUALITY'],
1719,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,"['OS#GENERAL', 'SOFTWARE#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
1720,Not bad for the price.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1721,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,"['LAPTOP#PRICE', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#MISCELLANEOUS']",
1722,"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.","['LAPTOP#OPERATION_PERFORMANCE', 'CPU#OPERATION_PERFORMANCE']",
1723,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.","['OS#GENERAL', 'LAPTOP#USABILITY']",
1724,Love everything about this laptop!,['LAPTOP#GENERAL'],
1725,"Sound, quality and touchscreen are awesome!","['MULTIMEDIA_DEVICES#QUALITY', 'LAPTOP#QUALITY', 'DISPLAY#GENERAL']",
1726,I would definitely recommend this!!,['LAPTOP#GENERAL'],
1727,I love this laptop to the moon.,['LAPTOP#GENERAL'],
1728,"My favorite colors black and red, the matte material and the red backlight of the keyboard.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY', 'KEYBOARD#DESIGN_FEATURES']",
1729,The sound is great and it's fast.,"['MULTIMEDIA_DEVICES#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1730,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.","['LAPTOP#DESIGN_FEATURES', 'DISPLAY#DESIGN_FEATURES', 'KEYBOARD#DESIGN_FEATURES']",
1731,The touch screen response is fast and it picks up bluetooth and wifi FAST.,"['DISPLAY#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",
1732,"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.","['SOFTWARE#MISCELLANEOUS', 'LAPTOP#DESIGN_FEATURES']",
1733,It's exactly like the picture and I AM SATISFIED.,"['LAPTOP#MISCELLANEOUS', 'LAPTOP#GENERAL']",
1734,Great laptop light and very versatile,"['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
1735,it was easy to set up.,['LAPTOP#USABILITY'],
1736,I like the number pad for work so that's nice,['KEYBOARD#DESIGN_FEATURES'],
1737,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.",['LAPTOP#GENERAL'],
1738,"It took some getting used to on the Widows 8.1, after being an XP user for many years.",['OS#USABILITY'],
1739,Everything seems to be running smoothly.,['LAPTOP#OPERATION_PERFORMANCE'],
1740,Only downfall is the preloaded McAfee and other software.,"['SOFTWARE#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
1741,"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.","['SOFTWARE#GENERAL', 'SOFTWARE#MISCELLANEOUS']",
1742,"Device is light weight, quiet during operation and produces little to no heat.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY']",
1743,It has a quick start up and shut down time.,['LAPTOP#OPERATION_PERFORMANCE'],
1744,The display is good quality.,['DISPLAY#QUALITY'],
1745,Just wish there were more USB ports.,['LAPTOP#DESIGN_FEATURES'],
1746,"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.","['LAPTOP#GENERAL', 'LAPTOP#PRICE', 'LAPTOP#QUALITY']",
1747,"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY', 'LAPTOP#GENERAL']",
1748,It's so damn good I bought 2 :D,['LAPTOP#GENERAL'],
1749,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",['LAPTOP#MISCELLANEOUS'],
1750,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",
1751,It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",
1752,I would recommend this to anyone who doesn't need much out of a computer.,['LAPTOP#MISCELLANEOUS'],
1753,I am very happy with this computer.,['LAPTOP#GENERAL'],
1754,"It is exactly what I expected, and the price is excellent!","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1755,"You are getting what you pay for and in my opinion, it is worth more.","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1756,Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1757,Its a very basic laptop.,['LAPTOP#MISCELLANEOUS'],
1758,"I thought it would have a CD-rom drive, but there isnt one.",['LAPTOP#DESIGN_FEATURES'],
1759,Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#CONNECTIVITY']",
1760,But for the price its good.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1761,Other than the slow CPU it works great for everyday use.,"['CPU#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",
1762,Heavy gaming is definitely not it's strong point.,['LAPTOP#MISCELLANEOUS'],
1763,The cover is a soft rubber texture without the friction.,['LAPTOP#QUALITY'],
1764,Slick design and looks great.,['LAPTOP#DESIGN_FEATURES'],
1765,"The machine is easy to use, has the power it needs for personal use and some light professional work.","['LAPTOP#USABILITY', 'LAPTOP#MISCELLANEOUS']",
1766,"It could be lighter, but couldn't everything.",['LAPTOP#DESIGN_FEATURES'],
1767,The battery seems adequate for most uses ~ 4.5 hour use/charge.,['BATTERY#OPERATION_PERFORMANCE'],
1768,Screen is clear and bright.,['DISPLAY#QUALITY'],
1769,Glad it has the DVD drive.,['LAPTOP#DESIGN_FEATURES'],
1770,Perfectly adequate.,['LAPTOP#GENERAL'],
1771,Great PC.,['LAPTOP#GENERAL'],
1772,"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).","['LAPTOP#OPERATION_PERFORMANCE', 'MEMORY#DESIGN_FEATURES', 'LAPTOP#MISCELLANEOUS']",
1773,Great sound quality too.,['MULTIMEDIA_DEVICES#QUALITY'],
1774,Nice laptop.,['LAPTOP#GENERAL'],
1775,"I use it for school, its quick and has everything I need on it.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1776,Good battery life as well.,['BATTERY#OPERATION_PERFORMANCE'],
1777,Wifi card not working right out of the box.,"['LAPTOP#CONNECTIVITY', 'HARDWARE#QUALITY', 'HARDWARE#OPERATION_PERFORMANCE']",
1778,Dealing with HP support is a ridiculous and painful experience.,['SUPPORT#QUALITY'],
1779,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",['SUPPORT#QUALITY'],
1780,"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",['SUPPORT#QUALITY'],
1781,"Seriously, save yourself the hassle and purchase from a different company.",['COMPANY#GENERAL'],
1782,"Used to love HP products, but this has soured me on the whole company.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1783,By far the best laptop I've ever had.,['LAPTOP#GENERAL'],
1784,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.","['LAPTOP#OPERATION_PERFORMANCE', 'DISPLAY#QUALITY', 'BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
1785,"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",['LAPTOP#DESIGN_FEATURES'],
1786,I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,['COMPANY#GENERAL'],
1787,The product is average and works well.,"['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",
1788,Works at a decent speed.,['LAPTOP#OPERATION_PERFORMANCE'],
1789,The mouse pad however is very loud which is why i gave it four stars.,['MOUSE#QUALITY'],
1790,I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,['LAPTOP#GENERAL'],
1791,"My laptop was easy to set-up, and I've had no problems to date.","['LAPTOP#USABILITY', 'LAPTOP#GENERAL']",
1792,Did not disappoint me at all.,['LAPTOP#GENERAL'],
1793,Lenovo is the best laptop.,['LAPTOP#GENERAL'],
1794,Built in mike is really poor and unusable for Skype or any other purpose.,"['MULTIMEDIA_DEVICES#QUALITY', 'MULTIMEDIA_DEVICES#USABILITY']",
1795,And the only microphone input is for a combo Mike/Speaker plug.,['LAPTOP#DESIGN_FEATURES'],
1796,So to communicate I need to wear ear plugs or a headset with a built-in mike.,['LAPTOP#USABILITY'],
1797,That's a nuisance for family Skype calls...only one can speak at a time.,['LAPTOP#USABILITY'],
1798,"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",['LAPTOP#GENERAL'],
1799,Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.,['KEYBOARD#USABILITY'],
1800,"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",['KEYBOARD#GENERAL'],
1801,We like this new laptop -- a lot!,['LAPTOP#GENERAL'],
1802,Very good performer for the price.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']",
1803,"Not blazing fast, but quick enough.",['LAPTOP#OPERATION_PERFORMANCE'],
1804,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,"['LAPTOP#DESIGN_FEATURES', 'SOFTWARE#MISCELLANEOUS', 'COMPANY#GENERAL']",
1805,The desktop was clean once I got it up and running.,['LAPTOP#DESIGN_FEATURES'],
1806,"Battery life is above average, and it charges quickly.",['BATTERY#OPERATION_PERFORMANCE'],
1807,Keyboard is sturdy.,['KEYBOARD#QUALITY'],
1808,"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.","['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
1809,I will be considering Lenovo for all future laptop purchases.,['COMPANY#GENERAL'],
1810,This lap top is good so far.,['LAPTOP#GENERAL'],
1811,It is quiet runs smoothly.,"['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1812,"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
1813,"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",['LAPTOP#QUALITY'],
1814,it stopped working 31 days after purchase.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1815,it was slow and might be problematic.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1816,i would shop around for a better one.,['LAPTOP#GENERAL'],
1817,CRASHED only 2 days from getting it!!!!,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1818,Says it is failing hard drive.,['HARD_DISC#QUALITY'],
1819,I should have bought something better.,['LAPTOP#GENERAL'],
1820,"The PC is works well with a good battery and a power cable, and has a web cam.","['LAPTOP#OPERATION_PERFORMANCE', 'BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
1821,"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY', 'LAPTOP#CONNECTIVITY']",
1822,"Other than a hate of windows 8, she just loves it.","['LAPTOP#GENERAL', 'OS#GENERAL']",
1823,The plastic materials are rather cheap.,['LAPTOP#QUALITY'],
1824,LOVE IT!,['LAPTOP#GENERAL'],
1825,NEEDS MORE INSTRUCTIONS WITH IT,['LAPTOP#MISCELLANEOUS'],
1826,"I'm very happy with my Acer, it does just for what I need it.",['LAPTOP#GENERAL'],
1827,Even the sound is fantastic,['MULTIMEDIA_DEVICES#QUALITY'],
1828,I love this laptop.,['LAPTOP#GENERAL'],
1829,Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,['LAPTOP#DESIGN_FEATURES'],
1830,"Although I've had it for less than a week, I am very satisfied.",['LAPTOP#GENERAL'],
1831,Functions well.,['LAPTOP#OPERATION_PERFORMANCE'],
1832,Does all that was advertised.,['LAPTOP#GENERAL'],
1833,"If it had a 4,5 star option, that is what I would give.",['LAPTOP#GENERAL'],
1834,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...","['LAPTOP#QUALITY', 'DISPLAY#GENERAL', 'LAPTOP#CONNECTIVITY', 'LAPTOP#USABILITY']",
1835,1.Great display.,['DISPLAY#GENERAL'],
1836,Love the color accuracy.,['DISPLAY#QUALITY'],
1837,2.Very decent speakers.,['MULTIMEDIA_DEVICES#GENERAL'],
1838,3.Fairly fast.,['LAPTOP#OPERATION_PERFORMANCE'],
1839,4.Loud fan when watching 4K video off YouTube.,['FANS_COOLING#QUALITY'],
1840,Sounds like a washer.,['FANS_COOLING#QUALITY'],
1841,Machine gets fairly hot near the bottom of the screen.,['LAPTOP#QUALITY'],
1842,Battery power laptop had difficulties computing.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",
1843,6.Still feels too heavy to me.,['LAPTOP#DESIGN_FEATURES'],
1844,Could lose another pound or two.,['LAPTOP#DESIGN_FEATURES'],
1845,7.Expensive.,['LAPTOP#PRICE'],
1846,Paid close to $2800 out the door.,['LAPTOP#PRICE'],
1847,Biggest piece of junk I have ever purchased.,['LAPTOP#QUALITY'],
1848,This clunker however stopped working after only two weeks of having it delivered.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1849,It would have a full charge yet would turn itself off for no explainable reason after being on for 5 minutes.,['LAPTOP#OPERATION_PERFORMANCE'],
1850,"The second one, after a little over a month, refused to turn on even with a full charge.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1851,What a lemon!!,['LAPTOP#QUALITY'],
1852,This is a big disappointment.,['LAPTOP#GENERAL'],
1853,"I only use a laptop for personal use, but this one can't even handle that!",['LAPTOP#MISCELLANEOUS'],
1854,It takes a long time to load any page.,['LAPTOP#OPERATION_PERFORMANCE'],
1855,I've had it for a minth and so far it's shut down completely 3 times.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1856,"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1857,I've always sworn by dell.,['COMPANY#GENERAL'],
1858,"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.","['LAPTOP#DESIGN_FEATURES', 'OS#GENERAL']",
1859,I am not ultra tech savvy but I can tell when it works slow!,['LAPTOP#OPERATION_PERFORMANCE'],
1860,I barely have any files or downloads and its almost impossible to get this thing to load.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",
1861,I'm so disappointed.,['LAPTOP#GENERAL'],
1862,"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.","['POWER_SUPPLY#QUALITY', 'SUPPORT#QUALITY', 'OPTICAL_DRIVES#QUALITY']",
1863,"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up.",['SOFTWARE#OPERATION_PERFORMANCE'],
1864,It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,"['LAPTOP#DESIGN_FEATURES', 'COMPANY#GENERAL']",
1865,The cords always feel like they are in my way.,['LAPTOP#DESIGN_FEATURES'],
1866,"One positive aspect of this laptop is the keyboard, which is larger than usual.",['KEYBOARD#DESIGN_FEATURES'],
1867,It's a pleasure to type on.,['KEYBOARD#USABILITY'],
1868,"My final thoughts: if you are a Mac user, stay away.",['LAPTOP#MISCELLANEOUS'],
1869,"If you want to travel with this laptop, don't buy it.",['LAPTOP#PORTABILITY'],
1870,"It's clunky, heavy, and a pain to start up and shut down.","['LAPTOP#PORTABILITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
1871,Great for games,['LAPTOP#MISCELLANEOUS'],
1872,It's truly a great laptop for the price.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1873,"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.","['LAPTOP#MISCELLANEOUS', 'LAPTOP#OPERATION_PERFORMANCE']",
1874,"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.","['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
1875,"It is quite impressive at multitasking, which really surprised me.",['LAPTOP#OPERATION_PERFORMANCE'],
